class_label,document
positive,http://www.marketwatch.com/story/canadian-stocks-end-higher-on-oil-gold-strength-2004-07-28oil and gold lift bay street
negative,"http://www.marketwatch.com/story/gold-settles-lower-then-falls-further-after-fed-decision-2015-04-29gold settles lower, then falls further after fed decision"
negative,"http://www.marketwatch.com/story/gold-reclaims-1300-in-choppy-trade-2014-04-17gold ends at two-week low, down 1.9% on week"
negative,"https://www.thehindubusinessline.com/opinion/columns/gnanasekaar-t/buy-if-gold-dips-to-1210oz-on-comex/article6789406.eceBuy if gold dips to $1,210/oz on Comex"
none,https://economictimes.indiatimes.com/markets/bonds/trading-in-gold-bonds-to-begin-by-month-end-finance-ministry/articleshow/52298782.cmstrading in gold bonds to begin by month-end: finance ministry
positive,http://www.marketwatch.com/story/gold-clings-to-narrow-gain-as-strong-dollar-pauses-its-climb-2017-10-30gold notches a gain for a second day as strong dollar pauses its climb
positive,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-higher-today-angel-commodities-14-2668651.htmlGold prices to trade higher today: Angel Commodities
negative,"http://www.investing.com/news/commodities-news/gold-prices-dip-in-asia,-but-market-poised-for-rebound-on-global-events-291091gold prices dip in asia, but market poised for rebound on global events"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-slide-to-rs-26808-per-10-gm/article7817816.eceGold futures slide to Rs 26,808 per 10 gm"
negative,https://www.moneycontrol.com/news/business/markets/-1960653.htmlMCX GOLDPETAL Dec contract trades lower
negative,"http://www.marketwatch.com/story/gold-futures-down-90c-at-118100-an-ounce-2010-07-20gold futures down 90c at $1,181.00 an ounce"
positive,http://www.marketwatch.com/story/bema-gold-upped-to-outperform-at-bmo-capital-2006-10-12bema gold upped to outperform at bmo capital
none,http://www.marketwatch.com/story/china-overtakes-india-as-worlds-biggest-gold-buyer-2014-02-18china overtakes india as world's biggest gold buyer
negative,http://www.marketwatch.com/story/gold-futures-down-1070-at-89750-an-ouncegold futures down $10.70 at $897.50 an ounce
positive,http://www.marketwatch.com/story/gold-slightly-trims-gains-after-jobless-claims-report-2017-04-06Gold slightly trims gains after jobless-claims report
positive,http://www.marketwatch.com/story/gold-firms-ahead-of-gdp-report-but-on-track-for-more-than-1-weekly-drop-2017-04-28Gold ends April with modest monthly gain
positive,"http://www.marketwatch.com/story/june-gold-jumps-2110-or-17-to-125750oz-2017-05-17June gold jumps $21.10, or 1.7%, to $1,257.50/oz"
positive,http://www.marketwatch.com/story/amex-gold-bugs-index-ends-the-week-with-a-46-gain-2005-11-18amex gold bugs index ends the week with a 4.6% gain
positive,"http://www.marketwatch.com/story/gold-tries-to-trade-off-3-week-low-as-fed-prepares-to-meet-2017-05-02Gold ends higher, shakes off 3-week lows as investors await Fed meeting outcome"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-firms-up-by-rs-125-per-10-gm-silver-remains-flat/article25826116.eceGold firms up by Rs 125 per 10 gm, silver remains flat"
none,"https://www.thehindubusinessline.com/markets/gold/Old-for-new-gold-is-the-wedding-mantra/article20369050.eceOld for new gold, is the wedding mantra"
negative,http://www.marketwatch.com/story/gold-futures-stock-driven-run-pauses-after-5-days-2017-03-23Gold prices settle lower to end a multisession rise
negative,"http://www.marketwatch.com/story/dec-gold-falls-6-on-day-to-settle-at-110330oz-on-comex-2015-09-11dec. gold falls $6 on day to settle at $1,103.30/oz on comex"
positive,http://www.investing.com/news/commodities-news/gold-up-in-asia-in-light-trade-with-fed-minutes-eyed-364935Gold up in Asia in light trade with Fed minutes eyed
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-ease-to-rs-26941-per-10-gm/article23171326.eceGold futures ease to Rs 26,941 per 10 gm"
positive,http://www.investing.com/news/commodities-news/gold-futures-inch-higher-as-u.s.-election-kicks-off-438587gold futures inch higher as u.s. election kicks off
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-trade-lower-in-morning-trade/articleshow/60204078.cmsgold, silver trade lower in morning trade"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-slips-rs-70-to-rs-3400010gm-on-muted-demand/article26138491.eceGold slips Rs 70 to Rs 34,000/10gm on muted demand "
positive,"http://www.marketwatch.com/story/december-gold-gains-180-or-02-to-settle-at-120070oz-2018-08-14december gold gains $1.80, or 0.2%, to settle at $1,200.70/oz."
negative,"http://www.marketwatch.com/story/dec-gold-down-35-or-41-at-829oz-on-globex-2008-08-11dec. gold down $35, or 4.1%, at $829/oz on globex"
negative,http://www.marketwatch.com/story/gold-remains-lower-after-third-quarter-gdp-update-2017-11-29Gold remains lower after third-quarter GDP update
negative,"http://www.marketwatch.com/story/gold-falls-for-third-straight-day-to-125090-2010-09-10gold falls for third straight day, to $1,250.90"
negative,http://www.marketwatch.com/story/comex-gold-tallies-three-session-loss-of-39-2013-09-24comex gold tallies three session loss of 3.9%
negative,"http://www.investing.com/news/commodities-news/gold-drops-as-dollar-firms-on-data,-fed-expectations-320320gold drops as dollar firms on data, fed expectations"
neutral,https://www.moneycontrol.com/news/business/markets/gold-steady-aheadfed-meeting-outcome-952647.htmlgold steady ahead of fed meeting outcome
none,"http://www.marketwatch.com/story/buy-the-rumor-sell-the-news-2011-04-15gold: buy the rumor, sell the news"
positive,"http://www.marketwatch.com/story/gold-gains-a-second-day-still-down-3-on-week-2011-08-26gold gains a second day, still down 3% on week"
negative,"http://www.marketwatch.com/story/june-gold-ends-down-60-cents-or-01-at-91490june gold ends down 60 cents, or 0.1%, at $914.90"
negative,http://www.marketwatch.com/story/metals-futures-close-lower-gold-falls-nearly-6metals futures close lower; gold falls nearly $6
none,"https://www.thehindubusinessline.com/markets/commodities/sell-gold-if-it-touches-1045oz/article8000846.eceSell gold if it touches $1,045/oz"
positive,"http://www.marketwatch.com/story/december-gold-up-04-at-129690oz-2017-08-11December gold up 0.4% at $1,296.90/oz."
none,http://www.marketwatch.com/story/china-to-surpass-india-as-top-gold-maket-in-2012-2012-02-17china to surpass india as top gold maket in 2012
negative,http://www.investing.com/news/commodities-news/gold-at-session-lows-as-stronger-u.s.-dollar-weighs-308430gold at session lows as stronger u.s. dollar weighs
positive,"https://www.thehindubusinessline.com/markets/gold/gold-glitters-silver-sparkles/article23082703.eceGold glitters, silver sparkles"
negative,http://www.marketwatch.com/story/gold-ends-lower-for-first-time-in-4-sessions-ahead-of-fomc-minutes-2017-10-11Gold ends lower for first time in 4 sessions ahead of FOMC minutes
positive,"http://www.marketwatch.com/story/gold-ends-up-08-platinum-palladium-rally-2010-01-19gold ends up 0.8%; platinum, palladium rally"
negative,"http://www.marketwatch.com/story/dec-gold-falls-230-or-02-to-134960oz-after-a-high-above-135940-2016-08-11Dec. gold falls $2.30, or 0.2%, to $1,349.60/oz after a high above $1,359.40"
positive,http://www.marketwatch.com/story/dec-gold-up-6-at-475-an-ounce-2005-11-16dec gold up $6 at $475 an ounce
none,"http://www.marketwatch.com/story/fed-decision-has-little-effect-on-oil-gold-sectors-2003-10-28fed decision has little effect on oil, gold sectors"
none,https://www.metalsdaily.com/link/286343/three-stages-of-gold.htmthree stages of gold
negative,https://www.thehindubusinessline.com/markets/gold/gold-extends-losses-after-robust-us-jobs-report/article8432508.eceGold extends losses after robust US jobs report
none,"https://www.metalsdaily.com/link/284294/saudis-gave-mko-gold-rolex-watches-worth-hundreds-of-millions-of-dollars.htmsaudis gave mko gold, rolex watches worth hundreds of millions of dollars"
negative,https://economictimes.indiatimes.com/markets/commodities/news/gold-holds-near-one-week-low-as-dollar-firms/articleshow/61857999.cmsgold holds near 1-week low as stronger us economy data weighs
positive,"http://www.marketwatch.com/story/february-gold-up-2440-or-3-to-83320-an-ouncefebruary gold up $24.40, or 3%, to $833.20 an ounce"
positive,http://www.marketwatch.com/story/gold-closes-at-six-month-high-gains-3-for-the-week-2004-10-08gold closes at 6-month high
positive,http://www.investing.com/news/commodities-news/gold-futures-eye-fourth-consecutive-week-of-gains-462066Gold futures eye fourth consecutive week of gains
positive,http://www.investing.com/news/commodities-news/gold-futures-edge-higher-but-upside-seen-limited-371126gold futures edge higher but upside seen limited
positive,"http://www.marketwatch.com/story/feb-gold-ends-the-year-6580-or-145-higher-2005-12-30feb gold ends the year $65.80, or 14.5%, higher"
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-futures-rise-up-to-rs-28966-on-global-cues/articleshow/10726563.cmsgold futures rise up to rs 28,966 on global cues"
none,https://economictimes.indiatimes.com/markets/stocks/news/brokerages-strike-gold-in-mutual-fund-sip-distribution/articleshow/55220816.cmsbrokerages strike gold in mutual fund sip distribution
negative,https://economictimes.indiatimes.com/wealth/personal-finance-news/indias-gold-demand-falls-25-in-q3/articleshow/61591020.cmsindia's gold demand falls 25% in q3
negative,"http://www.marketwatch.com/story/april-gold-off-610-or-05-at-120990oz-2017-03-08April gold off $6.10, or 0.5%, at $1,209.90/oz."
negative,"http://www.marketwatch.com/story/gold-drops-2070-or-17-to-121860-an-ounce-2016-02-15gold drops $20.70, or 1.7%, to $1,218.60 an ounce"
none,http://www.marketwatch.com/story/gold-closes-at-980-an-ounce-copper-ralliesgold closes at $980 an ounce; copper rallies
negative,https://www.metalsdaily.com/link/287861/gold-prices-edge-down-as-firm-dollar-weighs.htmgold prices edge down as firm dollar weighs
positive,https://www.thehindubusinessline.com/markets/commodities/mcxgold-likely-to-extend-its-rally/article8324296.eceMCX-Gold likely to extend its rally
negative,http://www.marketwatch.com/story/gold-futures-mark-lowest-finish-in-more-than-2-weeks-2017-04-25gold futures mark lowest finish in more than 2 weeks
negative,"http://www.marketwatch.com/story/gold-prices-rise-for-the-session-but-end-the-week-lower-2017-10-27Gold prices rise for the session, but end the week lower"
negative,"http://www.marketwatch.com/story/gold-settles-down-4-or-03-at-127440-an-ounce-2017-08-03Gold settles down $4, or 0.3%, at $1,274.40 an ounce"
negative,"https://www.thehindubusinessline.com/markets/gold/Gold-futures-down-at-Rs-30800-on-global-cues/article20561630.eceGold futures down at Rs 30,800 on global cues"
neutral,"http://www.investing.com/news/commodities-news/gold-prices-little-changed,-eyes-on-u.s.-jobs-data-490045Gold prices little changed, eyes on U.S. jobs data"
negative,http://www.marketwatch.com/story/gold-adds-to-early-loss-after-durable-goods-orders-2017-09-27Gold adds to early loss after durable-goods orders
none,https://www.metalsdaily.com/link/286651/is-india-losing-its-love-for-gold.htmis india losing its love for gold?
negative,http://www.marketwatch.com/story/gold-futures-ends-at-a-nearly-two-week-low-2016-06-21gold futures ends at a nearly two-week low
negative,http://www.marketwatch.com/story/gold-falls-1-as-dollar-continues-to-strengthengold falls 1% as dollar continues to strengthen
none,https://www.thehindubusinessline.com/markets/commodities/rising-gold-putting-pressure-on-jewellery-exportersrsquo-margins/article20192163.ece1Rising gold putting pressure on jewellery exporters' margins
positive,"https://economictimes.indiatimes.com/articleshow/2903215.cmsgold hits 1-week high on falling dollar, high oil"
positive,http://www.marketwatch.com/story/gold-holds-gain-after-adp-report-comes-in-weaker-than-expected-2016-10-05Gold holds gain after ADP report comes in weaker than expected
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-gold-silver-down-in-morning-trade/articleshow/61911664.cmsgold rate today: gold, silver down in morning trade"
positive,https://www.thehindubusinessline.com/markets/gold/gold-edges-up-as-weaker-dollar-spurs-demand/article23106185.eceGold edges up as weaker dollar spurs demand
none,https://www.metalsdaily.com/link/287704/world-gold-council-global-gold-backed-etf-flows-are-now-positive-in-2018.htmworld gold council : global gold-backed etf flows are now positive in 2018
positive,"http://www.marketwatch.com/story/gold-futures-up-560-at-173780-an-ounce-2012-01-29gold futures up $5.60 at $1,737.80 an ounce"
positive,http://www.investing.com/news/commodities-news/gold-rallies-1-on-ecb-stimulus-measures-288193gold rallies 1% on ecb stimulus measures
positive,https://www.metalsdaily.com/link/284470/world-gold-council-sets-up-china-chapter.htmworld gold council sets up china chapter
positive,"http://www.marketwatch.com/story/february-gold-up-04-at-134570oz-2018-01-31february gold up 0.4% at $1,345.70/oz."
negative,http://www.marketwatch.com/story/gold-futures-down-130-at-89920-an-ouncegold futures down $1.30 at $899.20 an ounce
positive,"http://www.marketwatch.com/story/august-gold-trades-up-590-or-05-at-123350oz-2017-07-17August gold trades up $5.90, or 0.5%, at $1,233.50/oz."
none,"https://www.moneycontrol.com/news/business/markets/-1905799.htmlcommodity bets: trading tips for copper, nickel, gold"
positive,"http://www.marketwatch.com/story/gold-pauses-at-6-week-highs-as-dollar-steadies-2017-01-10gold pares gains, but still marks 6-week high"
negative,"http://www.marketwatch.com/story/gold-drops-73-to-1590-an-ounce-2011-12-14gold drops $73 to $1,590 an ounce"
negative,"http://www.marketwatch.com/story/gold-down-a-second-straight-session-marks-lowest-finish-in-five-weeks-2017-06-20Gold down a second-straight session, marks lowest finish in five weeks"
negative,"http://www.marketwatch.com/story/gold-futures-close-lower-but-gain-almost-11-year-to-date-2008-06-30gold futures close lower, but gain almost 11% year to date"
neutral,https://www.moneycontrol.com/news/business/stocks/sell-mcx-gold-june-targetrs-26550-26400-achiievers-1069343.htmlsell mcx gold june; target of rs 26550-26400: achiievers
positive,http://www.marketwatch.com/story/gold-slips-heads-toward-fresh-four-month-low-2017-07-10Gold prices claw back from their lowest level in four months
positive,"http://www.marketwatch.com/story/gold-rallies-on-dollar-weakness-record-oil-prices-2007-09-20gold rallies on dollar weakness, record oil prices"
none,"http://www.marketwatch.com/story/dump-safe-havens-like-gold-buy-value-like-banks-consumer-cyclicals-socgen-says-2013-06-07dump safe havens like gold, buy 'value' like banks, consumer cyclicals, socgen says"
none,"https://economictimes.indiatimes.com/articleshow/1460326.cmspaying 9.5% is tough, gifting gold coins easy"
negative,"https://economictimes.indiatimes.com/markets/commodities/gold-silver-slide-on-selling-weak-demand/articleshow/16970759.cmsgold, silver slide on selling, weak demand"
none,"http://www.marketwatch.com/story/deutsche-bank-cuts-gold-silver-forecast-for-2013-2013-06-25deutsche bank cuts gold, silver forecast for 2013"
positive,http://www.marketwatch.com/story/gold-rallies-to-highest-finish-in-nearly-a-year-2017-09-05Gold rallies to highest finish in nearly a year
none,http://www.marketwatch.com/story/intelligent-bet-remains-on-gold-2012-07-13intelligent bet remains on gold
positive,http://www.marketwatch.com/story/gold-prices-recoup-most-of-last-weeks-losses-2017-11-27Gold prices recoup most of last week's losses
negative,"http://www.marketwatch.com/story/spot-gold-quoted-at-40610-down-180-from-new-york-2004-07-08spot gold quoted at $406.10, down $1.80 from new york"
negative,http://www.marketwatch.com/story/gold-futures-lose-almost-6-to-close-at-an-over-1-week-low-2007-06-21gold futures lose almost $6 to close at an over 1-week low
none,http://www.marketwatch.com/story/spot-gold-quoted-at-43780-in-asia-trade-2005-08-22spot gold quoted at $437.80 in asia trade
positive,https://www.moneycontrol.com/news/business/markets/mcx-goldm-january-contract-rises-1450793.htmlmcx goldm january contract rises
positive,http://www.marketwatch.com/story/gold-futures-close-modestly-lower-as-traders-assess-market-risks-2007-08-20gold futures retreat from $670 high
positive,"http://www.marketwatch.com/story/gold-rises-08-to-record-125830-an-ounce-2010-06-18gold rises 0.8% to record $1,258.30 an ounce"
positive,https://www.thehindubusinessline.com/markets/gold/gold-tumbles-rs-220-on-global-cues-silver-slumps/article7855185.eceGold tumbles Rs 220 on global cues; silver slumps
negative,"http://www.marketwatch.com/story/gold-futures-end-lower-as-us-dollar-rises-vs-rivals-2008-09-23gold futures end lower, as u.s. dollar rises vs. rivals"
none,https://economictimes.indiatimes.com/markets/commodities/news/hallmark-21-karat-gold-for-exports-too/articleshow/61638151.cmshallmark 21 karat gold for exports too'
positive,https://www.thehindubusinessline.com/markets/gold/gold-tanks-below-rs-27k-akshaya-tritiya-fails-to-boost-buying/article23172223.eceGold tanks below Rs 27K; Akshaya Tritiya fails to boost buying
none,http://www.investing.com/news/commodities-news/gold---silver---copper-futures---weekly-outlook:-june-12---16-496604gold / silver / copper futures - weekly outlook: june 19 - 23
negative,"http://www.investing.com/news/commodities-news/gold-prices-ease-in-aisa,-market-looks-for-fresh-cues-288740gold prices ease in asia, market looks for fresh cues"
negative,"http://www.marketwatch.com/story/gold-prices-fall-under-1300-for-lowest-finish-in-over-a-week-2018-06-12gold prices fall under $1,300 for lowest finish in over a week"
none,https://www.metalsdaily.com/link/275267/longer-cycles-for-gold-and-the-us-dollar.htmlonger cycles for gold and the us dollar
positive,"http://www.marketwatch.com/story/spot-gold-bid-at-40050-an-ounce-up-10c-kitco-2004-03-09spot gold bid at $400.50 an ounce, up 10c - kitco"
negative,"http://www.marketwatch.com/story/dec-gold-closes-at-63260oz-down-160-or-03-2006-09-01dec. gold closes at $632.60/oz, down $1.60, or 0.3%"
positive,https://www.moneycontrol.com/news/business/markets/-2016987.htmlMCX GOLDM Nov contract makes smart gains
neutral,https://www.thehindubusinessline.com/markets/gold/gold-little-changed-as-dollar-gains-versus-euro-on-ecb-policy/article9926906.eceGold little changed as dollar gains versus euro on ECB policy
positive,"http://www.marketwatch.com/story/december-gold-gains-13-or-1-to-settle-at-137260oz-2016-08-02december gold gains $13, or 1%, to settle at $1,372.60/oz."
positive,http://www.marketwatch.com/story/gold-futures-poised-for-third-straight-losing-session-2017-08-16gold ends higher as trump disbands 2 white house advisory groups
none,"https://economictimes.indiatimes.com/markets/commodities/guar-pepper-beat-gold-in-returns-race-last-year/articleshow/11333055.cmsguar, pepper beat gold in returns race last year"
none,https://economictimes.indiatimes.com/articleshow/4251634.cmsinvestors rush in for gold exchange-traded funds
positive,https://www.moneycontrol.com/news/business/markets/-2083019.htmlMCX GOLDGUINEA Dec contract up marginally
positive,"http://www.marketwatch.com/story/comex-gold-nymex-oil-gain-more-in-afternoon-trade-2013-12-04comex gold, nymex oil gain more in afternoon trade"
positive,"http://www.marketwatch.com/story/june-gold-up-220-or-02-at-1268oz-2017-04-28June gold up $2.20, or 0.2%, at $1,268/oz."
positive,http://www.marketwatch.com/story/gold-rises-near-1-year-high-after-north-korea-tests-nuclear-bomb-2017-09-04Gold rises near 1-year high after North Korea claims nuclear test success
negative,"http://www.marketwatch.com/story/gold-slides-below-1300-after-feds-rate-hike-hint-2017-09-21Gold ends below $1,300 for first time in September after Fed's rate-hike hint"
negative,"http://www.marketwatch.com/story/bank-of-america-merrill-lynch-slashes-gold-call-to-1150-and-warns-it-could-get-uglier-2014-01-09bank of america merrill lynch slashes gold call to $1,150 and warns it could get uglier"
negative,https://www.thehindubusinessline.com/markets/gold/gold-slumps-on-weak-speculation-demand/article23107579.eceGold slumps on weak speculation demand
positive,http://www.marketwatch.com/story/spot-gold-quoted-at-51740-in-asia-trade-2005-12-07spot gold quoted at $517.40 in asia trade
positive,"http://www.marketwatch.com/story/gold-prices-strengthen-but-trade-mainly-under-560-2006-01-23gold prices strengthen, but trade mainly under $560"
negative,"http://www.marketwatch.com/story/gold-ends-sharply-lower-loses-over-26-on-the-week-2007-06-08gold ends sharply lower, loses over $26 on the week"
none,"https://www.metalsdaily.com/link/282348/negative-bets-against-gold-surge-could-be-tipping-point-.htmnegative bets against gold surge, could be tipping point "
positive,http://www.marketwatch.com/story/gold-futures-climb-over-2-in-afternoon-dealings-2006-02-09gold futures climb over 2% in afternoon dealings
positive,"http://www.marketwatch.com/story/gold-ends-slightly-higher-halts-3-session-skid-2017-08-07Gold ends slightly higher, halts 3-session skid"
neutral,https://www.moneycontrol.com/news/business/stocks/expect-gold-to-trade-sideways-sushil-finance-17-2370745.htmlExpect Gold to trade sideways: Sushil Finance
none,https://economictimes.indiatimes.com/markets/commodities/gold-bulls-await-brexit-turmoil-to-start-rally/articleshow/52964935.cmsgold bulls await brexit turmoil to start rally
negative,"http://www.marketwatch.com/story/dec-gold-falls-5-or-04-to-126470-an-ounce-2016-10-05Dec. gold falls $5, or 0.4%, to $1,264.70 an ounce"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-surges-to-rs-31570-silver-slips-below-rs-40k-mark/article24330345.eceGold surges to Rs 31,570; silver slips below Rs 40K-mark"
negative,"http://www.marketwatch.com/story/june-gold-down-120-or-01-to-settle-at-130560oz-2018-05-02june gold down $1.20, or 0.1%, to settle at $1,305.60/oz"
positive,"http://www.marketwatch.com/story/feb-gold-gains-1490-or-12-to-129150oz-2017-12-01Feb. gold gains $14.90, or 1.2%, to $1,291.50/oz"
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-rallies-on-heavy-demand-silver-recovers/articleshow/18713918.cmsgold rallies on heavy demand, silver recovers"
negative,"http://www.marketwatch.com/story/gold-settles-down-620-or-05-at-120320-for-8th-day-of-losses-2017-03-09Gold settles down $6.20, or 0.5 %, at $1,203.20 for 8th day of losses"
positive,"https://www.metalsdaily.com/link/283213/gold-prices-reclaim-$1-200-ahead-of-new-us-tariffs-on-china.htmgold prices reclaim $1,200 ahead of new u.s. tariffs on china"
positive,"http://www.marketwatch.com/story/gold-holds-to-gains-after-ism-data-at-1229oz-2010-06-01gold holds to gains after ism data, at $1,229/oz"
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-snaps-two-day-losing-trend-up-rs-30-on-seasonal-demand/articleshow/12056997.cmsgold snaps two-day losing trend, up rs 30 on seasonal demand"
negative,"https://www.thehindubusinessline.com/markets/gold/gold-silver-skid-on-profit-booking/article23106192.eceGold, silver skid on profit booking"
negative,"http://www.marketwatch.com/story/august-gold-down-1920-or-15-to-1274oz-2017-06-08August gold down $19.20, or 1.5%, to $1,274/oz"
negative,http://www.marketwatch.com/story/gold-futures-close-lower-for-a-second-day-as-oil-falls-2004-10-27gold closes lower for a second day
positive,http://www.investing.com/news/commodities-news/gold-prices-gain-in-early-asia-on-safe-haven-demand-322014gold prices gain in early asia on safe haven demand
negative,http://www.investing.com/news/commodities-news/gold-prices-remain-5month-lows-with-fed-in-focus-981814Gold Prices Remain 5-Month Lows with Fed in Focus
positive,http://www.investing.com/news/commodities-news/gold-pares-gains-after-upbeat-u.s.-labor-data-320782gold pares gains after upbeat u.s. labor data
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-rise-to-rs-28347-per-10-gm/article9474598.eceGold futures rise to Rs 28,347 per 10 gm"
negative,"http://www.marketwatch.com/story/august-gold-down-390-or-03-to-settle-at-131950oz-2016-07-25August gold down $3.90, or 0.3%, to settle at $1,319.50/oz"
positive,http://www.investing.com/news/commodities-news/gold-gains-as-a-investors-seek-safe-harbor-from-geopolitical-woes-296518Gold gains as a investors seek safe harbor from geopolitical woes
positive,"https://www.thehindubusinessline.com/markets/gold/gold-hits-new-high-of-rs-30570-per-10-gm/article20454184.ece1Gold hits new high of Rs 30,570 per 10 gm"
positive,"http://www.marketwatch.com/story/april-gold-gains-530-to-112780oz-on-globex-2010-03-16april gold gains $5.30 to $1,127.80/oz on globex"
negative,http://www.investing.com/news/commodities-news/gold-prices-slip-for-two-consecutive-days-on-stronger-dollar-1543781Gold Prices Slip for Two Consecutive Days on Stronger Dollar
negative,"http://www.marketwatch.com/story/gold-flat-but-on-track-for-weekly-rise-2016-08-03Gold settles below 2-year high after ISM, ADP reports"
positive,https://economictimes.indiatimes.com/markets/commodities/stockists-buying-drives-up-gold-silver-range-bound/articleshow/1102113.cmsstockists' buying drives up gold; silver range-bound
positive,http://www.marketwatch.com/story/gold-turns-slightly-higher-ahead-of-comex-close-2014-02-06gold turns slightly higher ahead of comex close
positive,"http://www.investing.com/news/commodities-news/gold-gains-on-weak-u.s.-gdp-data,-physical-demand-weighs-291506gold gains on weak u.s. gdp data, physical demand weighs"
none,https://www.thehindubusinessline.com/markets/gold/investors-lock-profit-in-gold-etf-take-out-rs-588-cr-in-aprnov/article9422079.eceInvestors lock profit in gold ETF; take out Rs 588 cr in Apr-Nov
positive,"http://www.marketwatch.com/story/gold-ends-marginally-lower-but-posts-monthly-gain-2017-07-31Gold ends marginally lower, but posts monthly gain"
positive,"http://www.marketwatch.com/story/gold-futures-rally-to-7-week-high-near-1200-an-ounce-2017-01-11Gold futures rally to 7-week high near $1,200 an ounce"
positive,"http://www.marketwatch.com/story/dec-gold-gains-1460-or-12-to-120860oz-2018-08-24dec. gold gains $14.60, or 1.2%, to $1,208.60/oz"
none,https://www.thehindubusinessline.com/markets/gold/Karnataka-to-follow-uniform-pricing-for-gold/article20303810.eceKarnataka to follow uniform pricing for gold
negative,https://www.thehindubusinessline.com/markets/gold/Gold-skids-on-weak-global-cues/article20916037.eceGold skids on weak global cues
negative,https://www.moneycontrol.com/news/business/stocks/expect-gold-to-trade-negative-sushil-finance-6-2385287.htmlExpect Gold to trade negative: Sushil Finance
negative,http://www.marketwatch.com/story/gold-futures-fall-over-1-in-morning-trading-2006-03-21gold futures fall over 1% in morning trading
positive,"http://www.marketwatch.com/story/gold-climbs-03-to-127380-an-ounce-rebounding-after-tuesdays-selloff-2016-10-05Gold climbs 0.3% to $1,273.80 an ounce, rebounding after Tuesday's selloff"
positive,"http://www.investing.com/news/commodities-news/gold-gains-slightly-in-asia-as-china-gdp,-retail-sales-better-than-seen-351250Gold gains slightly in Asia as China GDP, retail sales better than seen"
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-gold-silver-up-in-morning-trade/articleshow/61875463.cmsgold rate today: gold, silver up in morning trade"
none,"https://www.moneycontrol.com/news/business/markets/-2048769.htmlgold near &#36;1,500/oz as eurozone crisis simmers"
positive,http://www.marketwatch.com/story/spot-gold-quoted-at-43580-in-asia-trade-2005-06-16spot gold quoted at $435.80 in asia trade
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-may-hit-rs-31500-but-pullback-rally-may-not-sustain-for-long-experts/articleshow/51329003.cmsgold may hit rs 31,500, but pullback rally may not sustain for long: experts"
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-trades-higher-as-us-dollar-eases-target-rs-27550/articleshow/56231505.cmsgold trades higher as us dollar eases; target rs 27,550"
positive,http://www.marketwatch.com/story/gold-futures-climb-for-first-time-in-four-sessions-2005-11-02gold futures climb for first time in four sessions
none,https://www.metalsdaily.com/link/276807/frank-holmes-gold-to-preserve-and-grow-your-money.htmfrank holmes : gold: to preserve and grow your money
negative,http://www.marketwatch.com/story/gold-futures-close-down-1230-at-62020-an-ounce-2006-07-21gold futures close down $12.30 at $620.20 an ounce
positive,http://www.marketwatch.com/story/dec-gold-poised-for-12oz-gain-for-the-week-2005-12-02dec gold poised for $12/oz gain for the week
positive,http://www.marketwatch.com/story/gold-prices-settle-at-highest-in-more-than-2-weeks-2017-10-12Gold prices settle at highest in more than 2 weeks
neutral,http://www.marketwatch.com/story/gold-holds-to-small-gain-after-consumer-confidence-2011-11-29gold holds to small gain after consumer confidence
positive,"http://www.marketwatch.com/story/dec-gold-up-2130-at-177940oz-in-ny-2011-08-16dec. gold up $21.30 at $1,779.40/oz in ny"
positive,"http://www.marketwatch.com/story/dec-gold-up-2-or-01-at-135450oz-2013-10-28dec. gold up $2, or 0.1%, at $1,354.50/oz"
positive,http://www.marketwatch.com/story/april-gold-ends-up-450-at-98050-an-ounce-on-nymex-2008-03-12april gold ends up $4.50 at $980.50 an ounce on nymex
negative,"http://www.marketwatch.com/story/spot-gold-quoted-at-42390-down-190-from-new-york-2005-02-14spot gold quoted at $423.90, down $1.90 from new york"
positive,"http://www.marketwatch.com/story/june-gold-gains-780-or-06-to-settle-at-126140oz-2017-05-22June gold gains $7.80, or 0.6%, to settle at $1,261.40/oz"
negative,http://www.investing.com/news/commodities-news/gold-drops-as-upbeat-u.s.-homes-sales-figures-spark-dollar-demand-280050Gold drops as upbeat U.S. homes sales figures spark dollar demand
none,http://www.marketwatch.com/story/gold-prices-drop-sharply-as-swiss-referendum-nears-2014-11-28gold could face its own opec moment as swiss referendum nears
positive,"http://www.investing.com/news/commodities-news/gold-prices-rebound-slightly-in-asia,-demand-cues-wanted-287849Gold prices rebound slightly in Asia, demand cues wanted"
