class_label,document
positive,"Festive demand lifts gold, silver prices"
positive,"December gold up 0.3% at $1,286.40/oz."
positive,oil and gold lift bay street
negative,"gold settles lower, then falls further after fed decision"
negative,"gold ends at two-week low, down 1.9% on week"
negative,"Buy if gold dips to $1,210/oz on Comex"
none,trading in gold bonds to begin by month-end: finance ministry
positive,gold notches a gain for a second day as strong dollar pauses its climb
positive,Gold prices to trade higher today: Angel Commodities
negative,"gold prices dip in asia, but market poised for rebound on global events"
negative,"Gold futures slide to Rs 26,808 per 10 gm"
negative,MCX GOLDPETAL Dec contract trades lower
negative,"gold futures down 90c at $1,181.00 an ounce"
positive,bema gold upped to outperform at bmo capital
none,china overtakes india as world's biggest gold buyer
negative,gold futures down $10.70 at $897.50 an ounce
positive,Gold slightly trims gains after jobless-claims report
positive,Gold ends April with modest monthly gain
positive,"June gold jumps $21.10, or 1.7%, to $1,257.50/oz"
positive,amex gold bugs index ends the week with a 4.6% gain
positive,"Gold ends higher, shakes off 3-week lows as investors await Fed meeting outcome"
positive,"Gold firms up by Rs 125 per 10 gm, silver remains flat"
none,"Old for new gold, is the wedding mantra"
negative,Gold prices settle lower to end a multisession rise
negative,"dec. gold falls $6 on day to settle at $1,103.30/oz on comex"
positive,Gold up in Asia in light trade with Fed minutes eyed
negative,"Gold futures ease to Rs 26,941 per 10 gm"
positive,gold futures inch higher as u.s. election kicks off
negative,"gold, silver trade lower in morning trade"
negative,"Gold slips Rs 70 to Rs 34,000/10gm on muted demand "
positive,"december gold gains $1.80, or 0.2%, to settle at $1,200.70/oz."
negative,"dec. gold down $35, or 4.1%, at $829/oz on globex"
negative,Gold remains lower after third-quarter GDP update
negative,"gold falls for third straight day, to $1,250.90"
negative,comex gold tallies three session loss of 3.9%
negative,"gold drops as dollar firms on data, fed expectations"
neutral,gold steady ahead of fed meeting outcome
none,"gold: buy the rumor, sell the news"
positive,"gold gains a second day, still down 3% on week"
negative,"june gold ends down 60 cents, or 0.1%, at $914.90"
negative,metals futures close lower; gold falls nearly $6
none,"Sell gold if it touches $1,045/oz"
positive,"December gold up 0.4% at $1,296.90/oz."
none,china to surpass india as top gold maket in 2012
negative,gold at session lows as stronger u.s. dollar weighs
positive,"Gold glitters, silver sparkles"
negative,Gold ends lower for first time in 4 sessions ahead of FOMC minutes
positive,"gold ends up 0.8%; platinum, palladium rally"
negative,"Dec. gold falls $2.30, or 0.2%, to $1,349.60/oz after a high above $1,359.40"
positive,dec gold up $6 at $475 an ounce
none,"fed decision has little effect on oil, gold sectors"
none,three stages of gold
negative,Gold extends losses after robust US jobs report
none,"saudis gave mko gold, rolex watches worth hundreds of millions of dollars"
negative,gold holds near 1-week low as stronger us economy data weighs
positive,"february gold up $24.40, or 3%, to $833.20 an ounce"
positive,gold closes at 6-month high
positive,Gold futures eye fourth consecutive week of gains
positive,gold futures edge higher but upside seen limited
positive,"feb gold ends the year $65.80, or 14.5%, higher"
positive,"gold futures rise up to rs 28,966 on global cues"
none,brokerages strike gold in mutual fund sip distribution
negative,india's gold demand falls 25% in q3
negative,"April gold off $6.10, or 0.5%, at $1,209.90/oz."
negative,"gold drops $20.70, or 1.7%, to $1,218.60 an ounce"
none,gold closes at $980 an ounce; copper rallies
negative,gold prices edge down as firm dollar weighs
positive,MCX-Gold likely to extend its rally
negative,gold futures mark lowest finish in more than 2 weeks
negative,"Gold prices rise for the session, but end the week lower"
negative,"Gold settles down $4, or 0.3%, at $1,274.40 an ounce"
negative,"Gold futures down at Rs 30,800 on global cues"
neutral,"Gold prices little changed, eyes on U.S. jobs data"
negative,Gold adds to early loss after durable-goods orders
none,is india losing its love for gold?
negative,gold futures ends at a nearly two-week low
negative,gold falls 1% as dollar continues to strengthen
none,Rising gold putting pressure on jewellery exporters' margins
positive,"gold hits 1-week high on falling dollar, high oil"
positive,Gold holds gain after ADP report comes in weaker than expected
negative,"gold rate today: gold, silver down in morning trade"
positive,Gold edges up as weaker dollar spurs demand
none,world gold council : global gold-backed etf flows are now positive in 2018
positive,"gold futures up $5.60 at $1,737.80 an ounce"
positive,gold rallies 1% on ecb stimulus measures
positive,world gold council sets up china chapter
positive,"february gold up 0.4% at $1,345.70/oz."
negative,gold futures down $1.30 at $899.20 an ounce
positive,"August gold trades up $5.90, or 0.5%, at $1,233.50/oz."
none,"commodity bets: trading tips for copper, nickel, gold"
positive,"gold pares gains, but still marks 6-week high"
negative,"gold drops $73 to $1,590 an ounce"
negative,"Gold down a second-straight session, marks lowest finish in five weeks"
negative,"gold futures close lower, but gain almost 11% year to date"
neutral,sell mcx gold june; target of rs 26550-26400: achiievers
positive,Gold prices claw back from their lowest level in four months
positive,"gold rallies on dollar weakness, record oil prices"
none,"dump safe havens like gold, buy 'value' like banks, consumer cyclicals, socgen says"
none,"paying 9.5% is tough, gifting gold coins easy"
negative,"gold, silver slide on selling, weak demand"
none,"deutsche bank cuts gold, silver forecast for 2013"
positive,Gold rallies to highest finish in nearly a year
none,intelligent bet remains on gold
positive,Gold prices recoup most of last week's losses
negative,"spot gold quoted at $406.10, down $1.80 from new york"
negative,gold futures lose almost $6 to close at an over 1-week low
none,spot gold quoted at $437.80 in asia trade
positive,mcx goldm january contract rises
positive,gold futures retreat from $670 high
positive,"gold rises 0.8% to record $1,258.30 an ounce"
positive,Gold tumbles Rs 220 on global cues; silver slumps
negative,"gold futures end lower, as u.s. dollar rises vs. rivals"
none,hallmark 21 karat gold for exports too'
positive,Gold tanks below Rs 27K; Akshaya Tritiya fails to boost buying
none,gold / silver / copper futures - weekly outlook: june 19 - 23
negative,"gold prices ease in asia, market looks for fresh cues"
negative,"gold prices fall under $1,300 for lowest finish in over a week"
none,longer cycles for gold and the us dollar
positive,"spot gold bid at $400.50 an ounce, up 10c - kitco"
negative,"dec. gold closes at $632.60/oz, down $1.60, or 0.3%"
positive,MCX GOLDM Nov contract makes smart gains
neutral,Gold little changed as dollar gains versus euro on ECB policy
positive,"december gold gains $13, or 1%, to settle at $1,372.60/oz."
positive,gold ends higher as trump disbands 2 white house advisory groups
none,"guar, pepper beat gold in returns race last year"
none,investors rush in for gold exchange-traded funds
positive,MCX GOLDGUINEA Dec contract up marginally
positive,"comex gold, nymex oil gain more in afternoon trade"
positive,"June gold up $2.20, or 0.2%, at $1,268/oz."
positive,Gold rises near 1-year high after North Korea claims nuclear test success
negative,"Gold ends below $1,300 for first time in September after Fed's rate-hike hint"
negative,"bank of america merrill lynch slashes gold call to $1,150 and warns it could get uglier"
negative,Gold slumps on weak speculation demand
positive,spot gold quoted at $517.40 in asia trade
positive,"gold prices strengthen, but trade mainly under $560"
negative,"gold ends sharply lower, loses over $26 on the week"
none,"negative bets against gold surge, could be tipping point "
positive,gold futures climb over 2% in afternoon dealings
positive,"Gold ends slightly higher, halts 3-session skid"
neutral,Expect Gold to trade sideways: Sushil Finance
none,gold bulls await brexit turmoil to start rally
negative,"Dec. gold falls $5, or 0.4%, to $1,264.70 an ounce"
positive,"Gold surges to Rs 31,570; silver slips below Rs 40K-mark"
negative,"june gold down $1.20, or 0.1%, to settle at $1,305.60/oz"
positive,"Feb. gold gains $14.90, or 1.2%, to $1,291.50/oz"
positive,"gold rallies on heavy demand, silver recovers"
negative,"Gold settles down $6.20, or 0.5 %, at $1,203.20 for 8th day of losses"
positive,"gold prices reclaim $1,200 ahead of new u.s. tariffs on china"
positive,"gold holds to gains after ism data, at $1,229/oz"
positive,"gold snaps two-day losing trend, up rs 30 on seasonal demand"
negative,"Gold, silver skid on profit booking"
negative,"August gold down $19.20, or 1.5%, to $1,274/oz"
negative,gold closes lower for a second day
positive,gold prices gain in early asia on safe haven demand
negative,Gold Prices Remain 5-Month Lows with Fed in Focus
positive,gold pares gains after upbeat u.s. labor data
positive,"Gold futures rise to Rs 28,347 per 10 gm"
negative,"August gold down $3.90, or 0.3%, to settle at $1,319.50/oz"
positive,Gold gains as a investors seek safe harbor from geopolitical woes
positive,"Gold hits new high of Rs 30,570 per 10 gm"
positive,"april gold gains $5.30 to $1,127.80/oz on globex"
negative,Gold Prices Slip for Two Consecutive Days on Stronger Dollar
negative,"Gold settles below 2-year high after ISM, ADP reports"
positive,stockists' buying drives up gold; silver range-bound
positive,gold turns slightly higher ahead of comex close
positive,"gold gains on weak u.s. gdp data, physical demand weighs"
none,Investors lock profit in gold ETF; take out Rs 588 cr in Apr-Nov
positive,"Gold ends marginally lower, but posts monthly gain"
positive,"Gold futures rally to 7-week high near $1,200 an ounce"
positive,"dec. gold gains $14.60, or 1.2%, to $1,208.60/oz"
none,Karnataka to follow uniform pricing for gold
negative,Gold skids on weak global cues
negative,Expect Gold to trade negative: Sushil Finance
negative,gold futures fall over 1% in morning trading
positive,"Gold climbs 0.3% to $1,273.80 an ounce, rebounding after Tuesday's selloff"
positive,"Gold gains slightly in Asia as China GDP, retail sales better than seen"
positive,"gold rate today: gold, silver up in morning trade"
none,"gold near &#36;1,500/oz as eurozone crisis simmers"
positive,spot gold quoted at $435.80 in asia trade
positive,"gold may hit rs 31,500, but pullback rally may not sustain for long: experts"
positive,"gold trades higher as us dollar eases; target rs 27,550"
positive,gold futures climb for first time in four sessions
none,frank holmes : gold: to preserve and grow your money
negative,gold futures close down $12.30 at $620.20 an ounce
positive,dec gold poised for $12/oz gain for the week
positive,Gold prices settle at highest in more than 2 weeks
neutral,gold holds to small gain after consumer confidence
positive,"dec. gold up $21.30 at $1,779.40/oz in ny"
positive,"dec. gold up $2, or 0.1%, at $1,354.50/oz"
positive,april gold ends up $4.50 at $980.50 an ounce on nymex
negative,"spot gold quoted at $423.90, down $1.90 from new york"
positive,"June gold gains $7.80, or 0.6%, to settle at $1,261.40/oz"
negative,Gold drops as upbeat U.S. homes sales figures spark dollar demand
none,gold could face its own opec moment as swiss referendum nears
positive,"Gold prices rebound slightly in Asia, demand cues wanted"
none,"Base import price for edible oils cut, gold hiked"
positive,Gold shakes off weakness to eke out a gain as dollar falls
none,decline in gold demand trims growth in import bill
negative,gold prices likely to move down: emkay commotrade
positive,"Dec. gold climbs by $5.40, or 0.4%, to $1,275.90/oz"
positive,"gold, silver soar to new record high on global surge"
positive,Gold tallies third-straight session gain to settle at 11-month high
positive,"Gold prices gain in Asia in holiday-thinned trade, RBA decision due"
positive,weak dollar acts as a boon for gold price rally
negative,Gold retreats after President Trump agrees to raise debt ceiling
none,"Gold miners, Burberry help lift FTSE 100, as inflation stays aloft"
none,the case for gold in the era of financial virtual reality
negative,gold dips after climbing to new 18-month high
positive,april gold climbs $4 to $655.50/oz in morning trading
neutral,Gold prices steady ahead of US midterm elections
positive,gold still at 5-month high but trims advance
none,turkey's 'shadowy' gold trade raises questions about iran's involvement
none,central banks : gold demand up 42% in expectation of geopolitical shift
positive,"april gold up $4.70, or 0.4%, at $1,342.70/oz"
negative,gold dips below rs 28k mark on weak global cues
negative,gold futures ends lower on dollar rally
positive,Gold keeps gains on safe-haven demand as stocks tumble
positive,"correct: gold settles 0.1% higher at $1,651.10"
positive,"Gold prices rebound in Asia, China PMI data in focus"
negative,august gold falls $1 to close at $667.30/oz
none,"why apple's $10k, solid-gold watch isn't dazzling metals experts"
negative,Gold hits one-week low as dollar firms up
negative,"gold, silver lower ahead of u.s. jobless claims, cpi data"
neutral,Gold futures trade near unchanged ahead of Comex settlement
none,degussa : the missing fear - and the case for gold
negative,gold falls in morning trade after topping $500 overnight
neutral,gold to move in a narrow range in 2017 but could move to $1450/oz in 2018
negative,Gold prices mark lowest settlement in more than a week
positive,Gold to trade on positive note today: Angel Commodities
neutral,Gold may stay range-bound next few weeks; surplus pressures silver
negative,"spot gold quoted at $394.20, down 20c from new york"
negative,"dec. gold falls $10.80, or 1.3%, at $833.50/oz on globex"
positive,soaring gold ends near six-year high
none,"gold, silver stocks sell off"
positive,"Gold tallies back-to-back gains as dollar weakens, central banks point to end of QE"
negative,"Gold prices dip in Asia on profit taking, easy monetary policies support"
positive,"Gold futures rise to Rs 28,844 on firm global cues"
negative,"gold ends down on session, week"
positive,gold inches higher in memorial day trade
none,gold / silver / copper futures - weekly outlook: february 6 - 10
none,bitcoin is 15 times more expensive to keep safe than gold
negative,MCX GOLDPETAL Nov contract trades lower
positive,"relaxation of restrictions in singapore, india boosting gold price"
positive,"Gold futures trade above $1,200 with Fed minutes in focus"
positive,"Gold futures up at <U+20B9> 30,492 "
negative,gold futures fall; copper trades at lowest level since june
positive,gold pares gains as dollar bounces off session lows
none,oil and gold looking a little bit more 'normal' as 2017 draws to a close
positive,buy the fact: gold jumps after fed rate hike
negative,Gold at 1-week lows as dollar inches higher
negative,Gold moves lower in electronic trade after Fed decision to raise interest rates
negative,"crude, gold futures pull back in late morning dealings"
negative,"Gold futures slip to Rs 26,948 per 10 gm"
neutral,"gold, oil steady after consumer sentiment data"
positive,gold up $5.30 at $597.90 an ounce
positive,"crude oil gains, gold slumps after gdp, jobs data"
negative,gold broke out and then broke down
negative,"august gold down $5.10, or 0.4%, to settle at $1,251/oz"
positive,"dec. gold settles at $1,351.90/oz, up $5.20, or 0.4%"
positive,"Gold, silver futures rise with U.S. data, Ukraine talks in focus"
negative,gold declines as us federal reserve refrains from specific easing measures
negative,"spot gold bid at $423.50 an ounce, down $2.60 - kitco"
positive,mcx goldguinea august contract firms up
positive,"oil inches higher, gold pushes toward $1,900"
none,charts : the gold price inverse head-and-shoulders pattern is classic
negative,gold prices may go down on fed`s rate hike: angel
negative,"Gold drops 1% on China return, rebound in stocks"
positive,"gold up on firm oil prices firm, economic concerns"
negative,gold stocks fall; nortel energized by microsoft deal
positive,"gold futures tap intraday high of $1,724"
negative,philadelphia gold/silver index falls 0.5% to close at 105.83
positive,"Gold falls for the session, but gains about 2% on week"
positive,"june gold last up $11.50, or 1.3%, at $869.50/oz"
negative,"crude ends higher, gold declines"
negative,Gold prices down slightly in Asia with Fed rate path the focus
positive,gold futures climb to three-session high above $441/oz
negative,april gold drops to a 5-wk low of $547/oz in ny
none,"gold eases on reduced jewellery offtake, silver declines"
none,"wgc : more gold to be used in new apple iphones, samsung smartphones"
none,when fdr banned gold
negative,gold banc down 5.5% at $13.21
negative,"Profit-taking, weak global cues pull gold futures down"
negative,"dec. gold falls $7.90, or 1.3%, to $617/oz"
none,"gold fields, gold one mull south africa jv"
negative,Gold prices to trade lower today: Angel Commodities
positive,"Gold jumps to Rs 31,000; silver slumps to Rs 40,800"
positive,gold futures near session high on comex
neutral,Gold prices hold steady ahead of Fed minutes
negative,Expect Gold to trade positive: Sushil Finance
positive,"Gold climbs Rs 80 to fresh high of Rs 31,115/10 gms"
none,today gold price: track today's gold rate latest trends and news
negative,"gold settles 1.3% lower at $1,482.60 an ounce"
negative,gold remains lower after consumer spending data
positive,"august gold gains $7, or 0.6%, to settle at $1,256.40/oz"
none,maxam gold president and ceo dale l. runyon dies
none,db cuts '12 gold forecast but sees rally in '13
negative,"Gold settles down $4.50, or 0.4%, at $1,169.40 an ounce"
positive,"dec gold rises $29.10 to $1,690.10/ounce"
negative,"December gold trades 0.2% lower at $1,275.30/oz."
neutral,gold prices struggle to maintain march gains- us cpi on tap
neutral,Expect Gold to trade sideways: Sushil Finance
negative,"dec. gold loses $7.10, or 0.6%, to settle at $1,201.10/oz"
none,plunging u.s. dollar has gold investors feeling great
positive,april gold up $7 at $917 an ounce on nymex
none,"druckenmiller: get out of the stock market, own gold"
positive,gold trades in red in morning trade; silver up
negative,MCX gold trades above crucial supports
negative,"Gold, silver skid on renewed selling"
negative,gold etfs record rs 656 cr outflow in fy16; aum down 8.5%
positive,Gold holds small gain after inflation data
negative,gold heads for longest run of monthly drops in 16 years
none,who are the biggest gold investors?
negative,dec. gold falls $3.90 to $603.50/oz in morning trading
negative,gold falls in electronic trade after fomc minutes
none,Gold / Silver / Copper futures - weekly outlook: April 21 - 25
negative,Gold futures settle at their lowest level since February
negative,"Gold, silver slide on profit-booking by Chinese investors"
negative,"Gold slumps below $1,200, risk appetite dents safe-haven demand"
none,heraeus : what's with all these mysterious flash trades jolting the gold market lately?
negative,Gold prices to trade lower today: Angel Commodities
none,baml : this could finally be the time to buy gold
negative,"spot gold quoted at $409.40, down 10c from new york"
none,india inc joins summer gold rush
positive,feb. gold ends up $3.40 at $807.10 an ounce on nymex
positive,gold settles at record; silver gains 1.4%
negative,"comex gold futures down 0.4% on day, but gains 2.4% on week"
positive,gold etfs soar as russia probe closes in on trump's inner circle
positive,Gold scores first back-to-back gains in nearly 2 weeks as dollar steadies
negative,gold to rebound from biggest monthly fall since '08 ahead of europe fears
positive,"gold futures rise to record rs 21,100 on global cues"
negative,Commodity outlook: Gold still feeling the squeeze from dollar
none,China pips India as largest gold market
negative,spot gold trades lower
positive,august gold up $3.20 at $684.70 an ounce on nymex
none,gold fest to kick off in sept; aims to woo shoppers back
negative,"Gold slips to Rs 30,620 on weak global cues, lower spot demand"
positive,"Dec. gold gains $2.40, or 0.2%, to settle at $1,344.10/oz"
none,gold imports surge 3-fold to $3.85 billion in april
positive,"Dec. gold settles at $1,351.90/oz, up $5.20, or 0.4%"
none,gold: won't name potential eisner successors - cnbc
positive,gold futures up $4.60 at $815.90 an ounce
negative,"dec. gold falls $5.60, or 0.5%, to settle at $1,222/oz"
positive,"dec. gold up 40 cents at $1,778.80/oz"
positive,"Gold settles at a 1-week low, but still holds onto a gain for the week"
none,gold demand slides to eight-year low in q3 2017 - wgc
negative,gold futures lose more than $21 in three days
positive,"Gold, silver extend gains as violence in eastern Ukraine intensifies"
negative,MCX GOLDPETAL October trades lower
positive,"gold futures touched $1,000 an ounce, back at $996.60"
positive,"dec. gold ends up 1.1% at $1,212 an ounce"
negative,"Gold, silver lower ahead of Fed speakers, FOMC minutes"
positive,gold futures gain more ground in afternoon trade
negative,"gold eases on dollar strength, but holds above &#36;1,200"
positive,"gold ends higher, platinum hits multimonth high"
none,$1350 : gold price tries $1350 for 13th time in 5 years as 'actual war' pushes trade war aside
positive,"june gold gains $2.80, or 0.2%, to finish at $1,254/oz."
none,soros dumped spdr gold position in quarter
negative,gold trades lower; silver off 31-year high
none,Govt eases norms for import of gold alloy
positive,dollar rise may hit commodities; sell gold & crude: iifl
none,How you'll know when it's time to buy gold
none,"spdr gold holdings surpass 1,000 tons"
none,turkish gold imports triple as the central bank diversifies out of dollars
none,"it's time to buy gold, sell u.s. chip companies as u.s.-china trade dispute intensifies"
none,goldman sachs elliot wave technical analysis on gold - levels to watch
negative,gold drops further on stockists offerings
negative,gold drops on report u.s. backs imf gold sales
positive,gold futures rise as japan mulls buy
none,uae : gold jewelry demand seen at 20-year low in united arab emirates
negative,"Gold cuts losses for the week as political concerns roil the U.S. dollar, stocks"
positive,dollar weakness lifts gold to one-week high of $410
none,gundlach sees an unusual trend in gold
none,turkey imports 60.5 tonnes of gold in jan-feb
negative,Gold logs a 1.1% monthly loss in October
positive,"gold futures top $1,700 ahead of comex settlement"
positive,"gold's 2018 high price forecast: conservatively $1,434, aggressively $1,526"
none,looking to invest in mfs and as gold etfs? here's help
positive,"june gold settles 1.1% higher at $1,236.20 an ounce"
positive,feb gold up $2.30 at $423.90/oz in morning ny trade
negative,Gold falls as market preps for eventual rate hikes
positive,"feb. gold ends up $12.80, or 1.5%, at $854.50 an ounce"
negative,"Gold, Silver may trade lower today: Angel Commodities"
positive,"Gold prices settle higher as Fed minutes pack few surprises, dollar weakens"
positive,"gold ends 1.2% higher at $1,680.60 an ounce"
negative,"gold drops $7.50 to settle at $1,203.10/oz"
negative,"june gold down $6.20, or 0.55, to end at $1,259.30/oz"
neutral,Gold shakes off dollar strength to finish flat amid geopolitical hand-wringing
none,goldman sachs cuts its forecasts for gold (gold price pops)
positive,june gold rises $1.40 to $952.60/oz on globex
negative,gold settles lower for a fifth straight session
negative,"gold, silver slip in morning trade"
positive,Gold prices gain slightly in Asia with demand forces in focus
positive,"weakening rupee, falling stocks add glitter to gold"
positive,"Gold pares slight gain after jobless claims, durable-goods orders"
neutral,"gold flat on mixed u.s. data, keeps fed in focus"
positive,gold futures rise after wednesday's drop
positive,Gold climbs to fresh 3-month high amid delayed Fed rate hike hopes
none,anatomy of a budding gold rally
negative,"gold settles below $1,700, at lowest in a month"
none,spot gold quoted at $472.10 in asia trade
positive,"Gold eases on dollar strength ahead of ECB, US jobs data"
positive,cboe gold index up 0.9% at 111.32
positive,"Gold touches new high of Rs 24,175 on global cues"
negative,"December gold down 0.5% at $1,321.70/oz."
positive,"Gold gains on soft U.S. data, news of fresh Russia sanctions"
positive,Gold registers best one-day gain in about 3 months
positive,"gold futures rise, headed for seventh-straight win"
none,"Akshaya Tritiya 2018 | Gold to glitter amid uncertain times, strong trend likely for next one month"
positive,"Gold rises to Rs 30,830; silver rallies by Rs 235/kg"
neutral,Expect Gold to trade sideways: Sushil Finance
none,gold imports slide 51 pc to usd 2.7 bn in april-may
positive,Gold prices tally a second-straight session climb
positive,gold prices edges higher as u.s. dollar softens
positive,gold demand in india rises 66% to 963 tonnes in 2010: wgc
negative,Gold weaker in Asia as Caixin PMI dips to 78-month-low
negative,"Gold futures down at Rs 31,348"
negative,"Gold down $9.40, or 0.7%, at $1,262.30/oz."
negative,gold reverses lower as safe-haven demand ebbs
positive,"australia shares rise on oil, gold price strength"
negative,"spot gold bid at $372.30 an ounce, down $6.10"
none,iamgold: merged co. to be world's 10th biggest gold producer
positive,Gold prices add to gains after initial jobless-claims and productivity reports
positive,"August gold settles at $1,249.40/oz, up $3.60, or 0.3%"
negative,"Falling price takes the sheen off gold loan players; dents margins, profits"
negative,"Gold dips further on poor demand, silver recovers"
positive,"Gold futures jump to Rs 32,690"
none,Gold sales fetch fewer bucks
none,china's gold reserves may be slowly rising if history any guide
positive,"gold, silver gain on rising tension between us-north korea"
positive,"gold breaches new record above $1,084 an ounce"
negative,"gold dips but holds near $1,200 ahead of fed meeting"
neutral,"Gold steady just above $1,200/oz as dollar jumps to fresh 1-month high"
positive,"gold gains $5.10 to settle at $1,212.40/oz"
none,Gold propped up by safe-haven buying in a VUCA environment
none,"investors are sick of gold, and that's why it's time to buy now"
none,rbi may've sold us t-bills to buy gold
positive,gold futures climbs as dollar tumbles
negative,gold futures end week with minor loss
negative,mcx gold june contract slips 1%
positive,meridian gold up 2.5% in $xau
negative,gold falls for third day as dollar gains
negative,"gold falls for third day, down rs 45; silver steady"
negative,"Gold prices cut losses, but still finish at a more than 5-month low"
positive,goldm prices up 4% in may series so far
positive,"Gold rebounds on stockists' demand, seasonal offtake; silver prices up"
negative,gold falls on technical pull back
negative,"Gold edges lower, investors count down to Fed rate decision"
none,"ride this equity rollercoaster, there is a pot of gold at the end: nilesh shah"
none,"Import tariff value on gold, silver hiked"
negative,"dec. gold down 30 cents to settle at $1,352.20"
none,gold rate per gram: check out current gold price per gram
negative,"Gold firms near $1,110 but poised for 3rd weekly drop"
positive,Gold up on softer dollar but oil weakness caps gains
positive,"gold ends at another multimonth high, but u.s. stock market rally limits the metal's rise"
negative,"june gold down 70 cents, or 0.1%, to end at $1,308.60/oz"
negative,gold slightly lower as u.s. redrafts nafta
negative,mcx goldguinea sept contract declines
negative,gold futures extend declines in asian trading
positive,gold prices find fresh support as trade war fears grip markets
positive,"dec. gold settles at $1,317.80/oz, up $7.60, or 0.6%"
positive,gold prices trade higher as dollar softens on easing trade concerns
none,gold futures under $400
negative,Gold prices to trade lower today: Angel Commodities
positive,gold prices mark fresh 6-month high on safe haven demand
positive,"comex gold up 0.9% on day, down 2.5% on week"
negative,Gold prices edge down in Asia with market looking for direction
negative,"gold cracks below rs 29,000 on reduced demand"
positive,december gold up $5.40 at $1.164.50 an ounce
none,Kelly defends Trump's call to Gold Star widow
none,gold prices trading mixed in india
neutral,Gold clings near 3-month peak as US rate hike views ease
none,don't give up on gold just yet
positive,"philly gold and silver index up 2% on day, up 3% on wk"
negative,"dec. gold at $1,385.70/oz vs. $1,387 before data"
positive,MCX GOLDPETAL Feb contract up marginally
positive,"Gold jumps above $1,300 on mounting Ukraine tensions"
none,sharps pixley: greater china's imports of swiss gold continue strong
negative,"April gold off $9, or 0.7%, at $1,227.80/oz."
positive,"august gold taps $683/oz, its highest level since may 10"
positive,"dec. gold up $21.50, or 1.2%, at$1,779.50/oz in ny"
positive,Gold futures bouce back ahead of Fed meeting
negative,"august gold drops $12.50, or 1.9%, to $648/oz in ny"
positive,"june gold up $9.90, or 0.6%, at $1,607.20/oz"
none,aj bell : gold shares cheaper than bullion
negative,"Feb. gold loses $12.50, or 1.1%, to trade at $1,159.90/bbl"
none,Kinross Gold started at hold with $5.50 stock price target at Citigroup
positive,Gold ends higher as U.S. dollar index falls to a nearly 3-week low
positive,"gold reaches near three-month highs, amid weakening dollar"
positive,expect gold prices to trade higher: angel
positive,Gold futures score a 2-week high as Fed inaction fuels bulls
negative,"Gold falls to Rs 31,400 on muted demand"
positive,"anz sees gold heading toward $1,400 by year-end"
none,mining : investors want australia's gold producers to buy their u.s. rivals
positive,"december gold adds 60 cents to $1,247.10 an ounce"
positive,gold futures poised for weekly gain
positive,"Gold prices end lower, but tally a second straight monthly gain"
none,registered gold at comex has practically vanished
negative,spot gold quoted at $440.40 down 30c from new york
none,contrarian investor prefers gold over oil
positive,gold futures score 4-session gain of 5.4%
positive,"Dec. gold climbs $3.30, or 0.3%, to $1,283/oz after $1,273.20 intraday low"
negative,"Gold drops on U.S. data, Fed move to end stimulus"
positive,"dec gold closes at $410/oz, up $5 for the session"
positive,Gold holds modest gain after JOLTs data show record climb
positive,Gold snaps 6-session losing streak to regain key level
positive,220pm update: gold and oil climb after attacks
positive,gold remains in positive territory after u.s. data dump
negative,"gold settles 2.7% lower at $1,594.80 an ounce"
none,goldcorp: 2007 gold production up 35% to 2.29 mln ounces
none,invest in gold for better & safe returns
negative,gold slips as dollar holds firm after us jobs data
negative,Gold prices to trade lower today: Angel Commodities
none,Stay out of MCX gold
negative,gold plunges to the lowest in six months but you still cannot buy
negative,gold futures lose roughly 0.9% for the week
positive,"gold at best in 2 weeks, regains safe-haven status"
positive,gold rises to record; gains 6.3% in week
positive,"june gold up $11.90, or 1%, at $1,291.90/oz"
positive,"Gold inches up to Rs 29,270; silver slips to Rs 42,400 per kg"
none,bank of taiwan : gold prices could rebound middle of next year
positive,mcx goldm april contract up 1%
positive,"Gold recovers to Rs 30,510; silver recaptures Rs 41,000-mark"
negative,dec gold falls $2.60 to end at 5-wk low of $463.20/oz
positive,gold gains as dollar weakens ahead of fed policy meeting minutes
negative,"Gold futures fall to Rs 30,890 per 10 gm "
negative,gold futures mark first decline in 5 sessions
negative,Gold futures move lower after data show rise in Dec. U.S. ISM index
positive,"Dec. gold settles at $1,344.70/oz , up $13.30, or 1%"
negative,dec. gold closes down 3.5% for the week
positive,gold futures up $9.40 at $877.90 an ounce
negative,"gold declines by rs 25, silver by rs 600 on global cues"
positive,"india gold posts record, scrap selling picks up"
none,buy gold with target of rs 30900/10gm: angel broking
negative,"gold continues to fall on profit-taking, silver also slips"
negative,"Dec. gold falls $7.20, or 0.6%, to settle at $1,270.50/oz"
positive,Gold gains more ground as ICE U.S. Dollar Index trades near session lows
negative,"Gold, silver slip on reduced demand"
positive,"Gold regains 29K mark on fresh buying, silver marginally up"
negative,"gold ends lower, extends losing streak to 3 days"
negative,gold trades lower in morning deals; silver up
positive,gold futures climb roughly 1.4% for the week
positive,mcx goldm april contract rises
positive,Gold scores largest monthly gain since January
negative,gold futures end three-session losing streak
negative,feb gold falls $1 to $577.70/oz in afternoon dealings
none,"comex : the self-feeding, short-covering rally in gold prices"
none,the curious case of clay turning to gold
negative,gold futures drop to two-week low
negative,"Dec. gold falls $4.50, or 0.4%, to settle at $1,255.90/oz"
negative,"dec. gold down nearly $18, or 1.2%, to 1,395.60/oz"
negative,Gold drops 4th day in a row as market weighs Fed comments on policy
